"Compound ID","SMILES","Library","Shipment","Plate Name","Source Well","Lab Visit","Soak DB Entry","Sample Name","Mounting Result","Soak DB Comments","Data Collection Date","Data Collection Outcome","Resolution","Refinement Outcome","Status","Date Last Updated","Fragalysis","PDB Code","Zenodo Status","Postera Series","Rapid Fire inhibition at 50 uM","Rapid Fire avg IC50 (uM)","Fluorescence inhibition at 50 uM","Fluorescence avg IC50 (uM)","Trypsin IC50","NMR std ratio"
"VIR-GIT-7b3d3065-3","CC(C)N(C)C(=O)C1CCN(CC1)C(=O)CCl","CovLibrary","CovLib_D1_R1 20 mM","CovLib_D1_R1 20 mM","Z19","lb18145-153","lb18145-153-948","Mpro-x1458","OK: No comment:No comment","Co-crystallisation","2020-03-05 18:48:07","success",1.9,"6 - Deposited","Completed","2020-07-12","https://fragalysis.diamond.ac.uk/viewer/react/preview/direct/target/Mpro/mols/VIR-GIT-7b3d3065-3/L/P/C","5RFY","Deposited","None",,,38.7793,,,
"WAR-XCH-79d12f6e-6","Cc1ccc(C)c(c1)S(=O)(=O)N2CCN(CC2)C(=O)CCl","CovLibrary","CovLib_D1_R1 20 mM","CovLib_D1_R1 20 mM","AA07","lb18145-153","lb18145-153-1126","Mpro-x1336","OK: No comment:No comment","Co-crystallisation","2020-03-05 21:45:36","success",1.69,"6 - Deposited","Completed","2020-11-11","https://fragalysis.diamond.ac.uk/viewer/react/preview/direct/target/Mpro/mols/WAR-XCH-79d12f6e-6/L/P/C","5RFI","Deposited","piperazine-chloroacetamide",96.2866818206516,1.62336890299448,101.1492,14.2164854520191,99,
"VIR-GIT-7b3d3065-2","ClCC(=O)N1CCC(CC1)C(=O)N2CCCCC2","CovLibrary","CovLib_D1_R1 20 mM","CovLib_D1_R1 20 mM","Z15","lb18145-153","lb18145-153-1758","Mpro-x1380","OK: No comment:No comment","Co-crystallisation","2020-03-05 22:36:09","success",1.83,"6 - Deposited","Completed","2020-07-12","https://fragalysis.diamond.ac.uk/viewer/react/preview/direct/target/Mpro/mols/VIR-GIT-7b3d3065-2/L/P/C","5RFO","Deposited","None",,,31.38461,,,
"LON-WEI-8f408cad-1","ClCC(=O)Nc1cccc(c1)N2CCCC2=O","CovLibrary","CovLib_D1_R1 20 mM","CovLib_D1_R1 20 mM","I19","lb18145-153","lb18145-153-1767","Mpro-x1384","OK: No comment:No comment","Co-crystallisation","2020-03-05 19:35:36","success",1.76,"6 - Deposited","Completed","2020-07-12","https://fragalysis.diamond.ac.uk/viewer/react/preview/direct/target/Mpro/mols/LON-WEI-8f408cad-1/L/P/C","5RFQ","Deposited","None",,99,51.42713,70.328583055413,99,
"LON-WEI-8f408cad-7","ClCC(=O)N1CCN(Cc2ccsc2)CC1","CovLibrary","CovLib_D1_R1 20 mM","CovLib_D1_R1 20 mM","B19","lb18145-153","lb18145-153-1776","Mpro-x1386","OK: No comment:No comment","Co-crystallisation","2020-03-05 20:04:25","success",1.7,"6 - Deposited","Completed","2020-07-12","https://fragalysis.diamond.ac.uk/viewer/react/preview/direct/target/Mpro/mols/LON-WEI-8f408cad-7/L/P/C","5RFS","Deposited","piperazine-chloroacetamide",,1.13730220783606,99.437475,3.49772002955534,99,
"LON-WEI-8f408cad-5","ClCC(=O)N1CCN(Cc2cccs2)CC1","CovLibrary","CovLib_D1_R1 20 mM","CovLib_D1_R1 20 mM","O27","lb18145-153","lb18145-153-1855","Mpro-x1418","OK: No comment:No comment","Co-crystallisation","2020-03-05 22:49:01","success",1.43,"6 - Deposited","Completed","2020-07-12","https://fragalysis.diamond.ac.uk/viewer/react/preview/direct/target/Mpro/mols/LON-WEI-8f408cad-5/L/P/C","5RFW","Deposited","piperazine-chloroacetamide",,3.3163834595747,98.998055,6.19210917827055,99,
"BAR-COM-4e090d3a-49","O=C(NCC=1C=NSC1)C=2C=CC=CC2OCC#N","MoonShot","Moonshot_shipment_2","1166137-Y4-02","K05","lb18145-153","lb18145-153-3678","Mpro-x2764","OK: Clear:No comment","Co-crystallisation","2020-04-29 15:42:42","success",1.81,"6 - Deposited","Completed","2020-09-02","https://fragalysis.diamond.ac.uk/viewer/react/preview/direct/target/Mpro/mols/BAR-COM-4e090d3a-49/L/P/C","5RH8",,"None",0,,5.959332,,,
"LON-WEI-b8d98729-8","COC(C)C=1C=CC(=CC1)N(C(C(=O)NC=2C=CC(OC)=CC2C)C=3C=CC=NC3)C(=O)C=C","MoonShot","Moonshot_shipment_1","1166137-Y4-01","V06","lb18145-153","lb18145-153-3759","Mpro-x2776","OK: Clear:No comment","Co-crystallisation","2020-04-29 16:01:17","success",1.91,"6 - Deposited","Completed","2020-09-02","https://fragalysis.diamond.ac.uk/viewer/react/preview/direct/target/Mpro/mols/LON-WEI-b8d98729-8/L/P/C","5RH9",,"Ugi",,,6.899891,,,
"LON-WEI-8f408cad-5","Cl.ClCC(=O)N1CCN(CC2=CC=CS2)CC1","MoonShot","Moonshot_shipment_2","1166137-Y4-02","F07","lb18145-153","lb18145-153-3769","Mpro-x2779","OK: Clear:No comment","Co-crystallisation","2020-04-29 15:51:15","success",1.51,"6 - Deposited","Completed","2020-09-02","https://fragalysis.diamond.ac.uk/viewer/react/preview/direct/target/Mpro/mols/LON-WEI-8f408cad-5/L/P/C","5RHA",,"piperazine-chloroacetamide",,3.3163834595747,98.998055,6.19210917827055,99,
"ANT-OPE-d972fbad-1","CCC(N1CCN(Cc(cc2)ccc2F)CC1)=O","MoonShot","Moonshot_shipment_7","1181202-Y4-03","B05","lb18145-158","lb18145-158-484","Mpro-x10296","OK: No comment:Normal","Co-crystallisation","2020-06-11 01:21:45","success",1.7,"5 - Deposition ready","Completed","2020-09-17","https://fragalysis.diamond.ac.uk/viewer/react/preview/direct/target/Mpro/mols/ANT-OPE-d972fbad-1/L/P/C",,,"None",0,,11.4243,,,
"DAN-LON-a5fc619e-3","CC(C)CC1CN(CCN1CC=2C=CC=C(Cl)C2)C(=O)CCl","MoonShot","Moonshot_shipment_7","1181202-Y4-03","AD05","lb18145-158","lb18145-158-591","Mpro-x10306","OK: No comment:Normal","Co-crystallisation","2020-06-11 01:38:19","success",1.74,"5 - Deposition ready","Completed","2020-09-07","https://fragalysis.diamond.ac.uk/viewer/react/preview/direct/target/Mpro/mols/DAN-LON-a5fc619e-3/L/P/C",,,"piperazine-chloroacetamide",100,0.514714765593202,99.47946,0.784006101017361,99,
"MAT-POS-bbbbc21a-3","ClC=1C=C2CCOC2=C(CC(=O)NC=3C=NC=C4C=CC=CC34)C1","MoonShot","Moonshot_shipment_24b","1181202-Y4-20","O05","lb18145-158","lb18145-158-2399","Mpro-x11831","OK: No comment:No comment","Co-crystallisation","2020-10-14 20:20:16","success",,"5 - Deposition ready","Completed","2020-11-27","https://fragalysis.diamond.ac.uk/viewer/react/preview/direct/target/Mpro/mols/MAT-POS-bbbbc21a-3/L/P/C",,,"3-aminopyridine-like",78.32,0.491900161130178,,1.44887030485255,,349.7825061
"MAT-POS-2db6411e-2","OC=1C=C(Cl)C=C(CN2CCN(CC2)C(=O)CCl)C1","MoonShot","Moonshot_shipment_5","1181202-Y4-01","I06","lb18145-158","lb18145-158-2421","Mpro-x11852","OK: No comment:No comment","Co-crystallisation","2020-10-14 19:58:48","success",,"5 - Deposition ready","Completed","2020-12-18","https://fragalysis.diamond.ac.uk/viewer/react/preview/direct/target/Mpro/mols/MAT-POS-2db6411e-2/L/P/C",,,"piperazine-chloroacetamide",98.8615965175399,1.56892614752099,89.51881,12.91844908314,99,
"MAT-POS-fa06b69f-6","O=CC(NC(=O)C1=CC=CS1)=CC1=CC=C(S1)N1CCOCC1","MoonShot","Moonshot_shipment_24a","1181202-Y4-19","F05","lb18145-158","lb18145-158-2467","Mpro-x11894","OK: No comment:No comment","Co-crystallisation","2020-10-14 21:22:02","success",,"5 - Deposition ready","Completed","2020-11-27","https://fragalysis.diamond.ac.uk/viewer/react/preview/direct/target/Mpro/mols/MAT-POS-fa06b69f-6/L/P/C",,,"None",91.695,0.706178521208012,,0.695682513663216,,
"JOH-MSK-46727e7b-1","[Na+].CC(C)C[C@H](NC(=O)OCC=1C=CC=CC1)C(=O)N[C@@H](CC2CCNC2=O)C(O)S(=O)(=O)[O-]","MoonShot","Moonshot_shipment_30","1181202-Y4-26","P05","lb18145-158","lb18145-158-3633","Mpro-x12776","OK: No comment:No comment","Co-crystallisation","2021-01-21 21:37:37","success",,"3 - In Refinement","In progress","2021-01-27",,,,"None",,0.0258595530730067,,0.0300604135864706,,
"EDJ-MED-00c1612e-1","COC=1C=CC=2C=NC=C(NC(=O)CC=3C=CC=C(Cl)C3)C2C1","MoonShot","Moonshot_shipment_23","1181202-Y4-18","B05","lb18145-158","lb18145-158-3634","Mpro-x12777","OK: No comment:Cracked","Co-crystallisation","2021-01-21 21:38:42","success",,"3 - In Refinement","In progress","2021-01-27",,,,"3-aminopyridine-like",,0.549993865056918,,0.897800405241959,,122.7303488
"PET-UNK-c9c1e0d8-3","ClC=1C=CC=C(C1)C2CCCN(C2=O)C=3C=NC=C4C=CC=CC34","MoonShot","Moonshot_shipment_35","1181202-Y4-31","K05","lb27963-4","lb27963-4-305","Mpro_Nterm-x0296","OK: No comment:No comment","Co-crystallisation","2021-01-22 02:24:54","success",,"3 - In Refinement","In progress","2021-01-26",,,,"3-aminopyridine-like",,0.731634494909759,,1.14150135208733,,
"VLA-UCB-29506327-1","ClC=1C=CC=2OCCC3(NC(=O)N(C3=O)C=4C=NC=C5C=CC=CC45)C2C1","MoonShot","Moonshot_shipment_35","1181202-Y4-31","L05","lb27963-4","lb27963-4-306","Mpro_Nterm-x0297","OK: No comment:No comment","Co-crystallisation","2021-01-22 02:24:34","success",,"3 - In Refinement","In progress","2021-01-26",,,,"3-aminopyridine-like",,0.364473533359906,,1.31599737331982,,
"MAT-POS-6c284e65-1","CN(C)C=1C=CC(=NC1)N(CC=2C=CC=C(Cl)C2)C(=O)CC=3C=NC=C4C=CC=CC34","MoonShot","Moonshot_shipment_38","1181202-Y4-32","F05","lb27963-4","lb27963-4-364","Mpro_Nterm-x0355","OK: No comment:No comment","Co-crystallisation","2021-01-21 23:39:24","success",,"3 - In Refinement","In progress","2021-01-27",,,,"3-aminopyridine-like",,,,0.28681596928638,,
"BEN-DND-c852c98b-1","ClC=1C=CC=2OCCC(C(=O)NC=3C=NC=C4C=CC(C#N)=CC34)C2C1","MoonShot","Moonshot_shipment_38","1181202-Y4-32","E05","lb27963-4","lb27963-4-369","Mpro_Nterm-x0360","OK: No comment:No comment","Co-crystallisation","2021-01-21 23:54:13","success",,"3 - In Refinement","In progress","2021-01-26",,,,"3-aminopyridine-like",,,,2.7500508472819,,
"AAR-POS-0daf6b7e-20","ClCC(=O)Nc1cccnc1Cl","CovLibrary","CovLib_D1_R1 20 mM","CovLib_D1_R1 20 mM","S09","lb18145-153","lb18145-153-1005","Mpro-x1478","OK: No comment:No comment","Co-crystallisation","2020-03-06 00:15:17","success",1.68,"6 - Deposited","Completed","2020-07-12","https://fragalysis.diamond.ac.uk/viewer/react/preview/direct/target/Mpro/mols/AAR-POS-0daf6b7e-20/L/P/C","5RFZ","Deposited","None",,,,,,
"AAR-POS-0daf6b7e-21","CC(=O)N1CCN(CC1)C(=O)CCl","CovLibrary","CovLib_D1_R1 20 mM","CovLib_D1_R1 20 mM","M12","lb18145-153","lb18145-153-1054","Mpro-x1493","OK: No comment:No comment","Co-crystallisation","2020-03-06 00:48:26","success",1.72,"6 - Deposited","Completed","2020-07-12","https://fragalysis.diamond.ac.uk/viewer/react/preview/direct/target/Mpro/mols/AAR-POS-0daf6b7e-21/L/P/C","5RG0","Deposited","None",,,,,,
"AAR-POS-d2a4d1df-44","ClCC(=O)N1CCN(CC1)S(=O)(=O)c2ccc(Cl)cc2","CovLibrary","CovLib_D1_R1 20 mM","CovLib_D1_R1 20 mM","AC30","lb18145-153","lb18145-153-1069","Mpro-x1308","OK: No comment:No comment","Co-crystallisation","2020-03-05 21:45:51","success",1.78,"6 - Deposited","Completed","2020-11-11","https://fragalysis.diamond.ac.uk/viewer/react/preview/direct/target/Mpro/mols/AAR-POS-d2a4d1df-44/L/P/C","5RFF","Deposited","None",,,,,,
"AAR-POS-0daf6b7e-1","ClCC(=O)N(C1CS(=O)(=O)C=C1)c2ccccc2","CovLibrary","CovLib_D1_R1 20 mM","CovLib_D1_R1 20 mM","AC05","lb18145-153","lb18145-153-1073","Mpro-x1311","OK: No comment:No comment","Co-crystallisation","2020-03-05 21:50:03","success",2.32,"6 - Deposited","Completed","2020-11-18","https://fragalysis.diamond.ac.uk/viewer/react/preview/direct/target/Mpro/mols/AAR-POS-0daf6b7e-1/L/P/C","5RFG","Deposited","None",,,,,,
"AAR-POS-0daf6b7e-2","ClCC(=O)N1CCN(Cc2ccc(Cl)s2)CC1","CovLibrary","CovLib_D1_R1 20 mM","CovLib_D1_R1 20 mM","S15","lb18145-153","lb18145-153-1123","Mpro-x1334","OK: No comment:No comment","Co-crystallisation","2020-03-06 00:59:56","success",1.58,"6 - Deposited","Completed","2020-11-11","https://fragalysis.diamond.ac.uk/viewer/react/preview/direct/target/Mpro/mols/AAR-POS-0daf6b7e-2/L/P/C","5RFH","Deposited","None",,,,,,
"AAR-POS-0daf6b7e-4","COc1cccc2sc(NC(=O)CCl)nc12","CovLibrary","CovLib_D1_R1 20 mM","CovLib_D1_R1 20 mM","R14","lb18145-153","lb18145-153-1146","Mpro-x1348","OK: No comment:No comment","Co-crystallisation","2020-03-05 21:00:13","success",1.8,"6 - Deposited","Completed","2020-07-12","https://fragalysis.diamond.ac.uk/viewer/react/preview/direct/target/Mpro/mols/AAR-POS-0daf6b7e-4/L/P/C","5RFJ","Deposited","None",,,,,,
"AAR-POS-0daf6b7e-5","ClCC(=O)N1CCC(CC1)NC(=O)c2ccccc2","CovLibrary","CovLib_D1_R1 20 mM","CovLib_D1_R1 20 mM","Q12","lb18145-153","lb18145-153-1150","Mpro-x1351","OK: No comment:No comment","Co-crystallisation","2020-03-05 21:11:01","success",1.75,"6 - Deposited","Completed","2020-07-12","https://fragalysis.diamond.ac.uk/viewer/react/preview/direct/target/Mpro/mols/AAR-POS-0daf6b7e-5/L/P/C","5RFK","Deposited","None",,,,,,
"AAR-POS-0daf6b7e-6","Oc1ccccc1NC(=O)C2CCN(CC2)C(=O)CCl","CovLibrary","CovLib_D1_R1 20 mM","CovLib_D1_R1 20 mM","AC39","lb18145-153","lb18145-153-1166","Mpro-x1358","OK: No comment:No comment","Co-crystallisation","2020-03-05 20:31:04","success",1.64,"6 - Deposited","Completed","2020-07-12","https://fragalysis.diamond.ac.uk/viewer/react/preview/direct/target/Mpro/mols/AAR-POS-0daf6b7e-6/L/P/C","5RFL","Deposited","None",,,,,,
"AAR-POS-0daf6b7e-7","Cc1ccc(cc1)N(C2CS(=O)(=O)C=C2)C(=O)CCl","CovLibrary","CovLib_D1_R1 20 mM","CovLib_D1_R1 20 mM","M20","lb18145-153","lb18145-153-1725","Mpro-x1374","OK: No comment:No comment","Co-crystallisation","2020-03-05 22:46:53","success",2.06,"6 - Deposited","Completed","2020-07-12","https://fragalysis.diamond.ac.uk/viewer/react/preview/direct/target/Mpro/mols/AAR-POS-0daf6b7e-7/L/P/C","5RFM","Deposited","None",,,,,,
"AAR-POS-0daf6b7e-8","Fc1ccc(cc1)N(C2CS(=O)(=O)C=C2)C(=O)CCl","CovLibrary","CovLib_D1_R1 20 mM","CovLib_D1_R1 20 mM","N41","lb18145-153","lb18145-153-1731","Mpro-x1375","OK: No comment:No comment","Co-crystallisation","2020-03-06 01:20:51","success",1.8,"6 - Deposited","Completed","2020-07-12","https://fragalysis.diamond.ac.uk/viewer/react/preview/direct/target/Mpro/mols/AAR-POS-0daf6b7e-8/L/P/C","5RFN","Deposited","None",,,,,,
"AAR-POS-0daf6b7e-10","CC(NC(=O)CCl)c1cccc(Cl)c1","CovLibrary","CovLib_D1_R1 20 mM","CovLib_D1_R1 20 mM","I41","lb18145-153","lb18145-153-1762","Mpro-x1382","OK: No comment:No comment","Co-crystallisation","2020-03-05 22:46:16","success",2.03,"6 - Deposited","Completed","2020-07-12","https://fragalysis.diamond.ac.uk/viewer/react/preview/direct/target/Mpro/mols/AAR-POS-0daf6b7e-10/L/P/C","5RFP","Deposited","None",,,,,,
"JOH-UNI-27ac80fd-23","ClCC(=O)N1CCN(Cc2ccc(Br)s2)CC1","CovLibrary","CovLib_D1_R1 20 mM","CovLib_D1_R1 20 mM","G39","lb18145-153","lb18145-153-1775","Mpro-x1385","OK: No comment:No comment","Co-crystallisation","2020-03-05 19:47:31","success",1.71,"6 - Deposited","Completed","2020-07-12","https://fragalysis.diamond.ac.uk/viewer/react/preview/direct/target/Mpro/mols/JOH-UNI-27ac80fd-23/L/P/C","5RFR","Deposited","None",,,,,,
"AAR-POS-0daf6b7e-14","ClCC(=O)N1CC(c2ccccc2)c3ccccc3C1","CovLibrary","CovLib_D1_R1 20 mM","CovLib_D1_R1 20 mM","C06","lb18145-153","lb18145-153-1790","Mpro-x1392","OK: No comment:No comment","Co-crystallisation","2020-03-05 21:37:07","success",1.58,"6 - Deposited","Completed","2020-07-12","https://fragalysis.diamond.ac.uk/viewer/react/preview/direct/target/Mpro/mols/AAR-POS-0daf6b7e-14/L/P/C","5RFT","Deposited","None",,,,,,
"AAR-POS-0daf6b7e-15","ClCC(=O)N1CCN(CC1)S(=O)(=O)c2ccc(Cl)s2","CovLibrary","CovLib_D1_R1 20 mM","CovLib_D1_R1 20 mM","C23","lb18145-153","lb18145-153-1820","Mpro-x1402","OK: No comment:No comment","Co-crystallisation","2020-03-05 19:12:42","success",1.53,"6 - Deposited","Completed","2020-07-12","https://fragalysis.diamond.ac.uk/viewer/react/preview/direct/target/Mpro/mols/AAR-POS-0daf6b7e-15/L/P/C","5RFU","Deposited","None",,,,,,
"AAR-POS-0daf6b7e-16","ClCC(=O)N1CCN(CC1)C(=O)c2cccs2","CovLibrary","CovLib_D1_R1 20 mM","CovLib_D1_R1 20 mM","U33","lb18145-153","lb18145-153-1846","Mpro-x1412","OK: No comment:No comment","Co-crystallisation","2020-03-05 21:23:38","success",1.48,"6 - Deposited","Completed","2020-07-12","https://fragalysis.diamond.ac.uk/viewer/react/preview/direct/target/Mpro/mols/AAR-POS-0daf6b7e-16/L/P/C","5RFV","Deposited","None",,,,,,
"AAR-POS-0daf6b7e-18","COc1ccc(cc1)N2CCN(CC2)C(=O)CCl","CovLibrary","CovLib_D1_R1 20 mM","CovLib_D1_R1 20 mM","Q09","lb18145-153","lb18145-153-1882","Mpro-x1425","OK: No comment:No comment","Co-crystallisation","2020-03-05 23:06:56","success",1.55,"6 - Deposited","Completed","2020-07-12","https://fragalysis.diamond.ac.uk/viewer/react/preview/direct/target/Mpro/mols/AAR-POS-0daf6b7e-18/L/P/C","5RFX","Deposited","None",,,,,,
"LON-WEI-120e5cf5-5","O=C(C1CCN(C(CCl)=O)CC1)N(C)C2=CC=CC=C2","CovLibrary","NL Follow up","NL Follow up","C8","lb18145-153","lb18145-153-3599","Mpro-x2754","OK: Clear:No comment","Co-crystallisation","2020-04-29 13:44:39","success",1.76,"6 - Deposited","Completed","2020-09-02","https://fragalysis.diamond.ac.uk/viewer/react/preview/direct/target/Mpro/mols/LON-WEI-120e5cf5-5/L/P/C","5RHF",,"None",,,,,,
"LON-WEI-8f408cad-7","ClCC(=O)N1CCN(Cc2ccsc2)CC1","CovLibrary","CovLib_D1_R1 20 mM","CovLib_D1_R1 20 mM","B19","lb18145-153","lb18145-153-891","","FAIL: No comment:No comment","Co-crystallisation",,"None",,,"Stopped",,,,,"piperazine-chloroacetamide",,1.13730220783606,99.437475,3.49772002955534,99,
"LON-WEI-8f408cad-3","ClCC(=O)N1CCN(CC1)S(=O)(=O)c2cccs2","CovLibrary","CovLib_D1_R1 20 mM","CovLib_D1_R1 20 mM","O23","lb18145-153","lb18145-153-892","","FAIL: No comment:No comment","Co-crystallisation",,"None",,,"Stopped",,,,,"piperazine-chloroacetamide",97.79,0.556543843367161,99.55992,2.16182906157181,99,
"LON-WEI-8f408cad-4","Fc1cccc(c1)S(=O)(=O)N2CCN(CC2)C(=O)CCl","CovLibrary","CovLib_D1_R1 20 mM","CovLib_D1_R1 20 mM","W35","lb18145-153","lb18145-153-894","","FAIL: No comment:No comment","Co-crystallisation",,"None",,,"Stopped",,,,,"piperazine-chloroacetamide",96.84,2.02356071032967,103.54665,4.55048873816837,99,
"LON-WEI-8f408cad-5","ClCC(=O)N1CCN(Cc2cccs2)CC1","CovLibrary","CovLib_D1_R1 20 mM","CovLib_D1_R1 20 mM","O27","lb18145-153","lb18145-153-896","Mpro-x1437","OK: No comment:No comment","Co-crystallisation","2020-03-05 17:05:47","success",1.78,"7 - Analysed & Rejected","Stopped","2020-07-12",,,,"piperazine-chloroacetamide",,3.3163834595747,98.998055,6.19210917827055,99,
"MED-COV-4280ac29-15","ClCC(=O)N1CCN(Cc2cccc(Cl)c2)CC1","CovLibrary","CovLib_D1_R1 20 mM","CovLib_D1_R1 20 mM","Q39","lb18145-153","lb18145-153-899","","FAIL: No comment:No comment","Co-crystallisation",,"None",,,"Stopped",,,,,"piperazine-chloroacetamide",100.423677336878,0.545448360764436,108.2425,3.13741398194606,99,
"WAR-XCH-79d12f6e-6","Cc1ccc(C)c(c1)S(=O)(=O)N2CCN(CC2)C(=O)CCl","CovLibrary","CovLib_D1_R1 20 mM","CovLib_D1_R1 20 mM","AA07","lb18145-153","lb18145-153-904","","FAIL: No comment:No comment","Co-crystallisation",,"None",,,"Stopped",,,,,"piperazine-chloroacetamide",96.2866818206516,1.62336890299448,101.1492,14.2164854520191,99,
"VIR-GIT-7b3d3065-2","ClCC(=O)N1CCC(CC1)C(=O)N2CCCCC2","CovLibrary","CovLib_D1_R1 20 mM","CovLib_D1_R1 20 mM","Z15","lb18145-153","lb18145-153-941","Mpro-x1455","OK: No comment:No comment","Co-crystallisation","2020-03-05 18:43:57","success",2.03,"7 - Analysed & Rejected","Stopped","2020-07-12",,,,"None",,,31.38461,,,
"VIR-GIT-7b3d3065-3","CC(C)N(C)C(=O)C1CCN(CC1)C(=O)CCl","CovLibrary","CovLib_D1_R1 20 mM","CovLib_D1_R1 20 mM","Z19","lb18145-153","lb18145-153-942","","FAIL: No comment:No comment","Co-crystallisation",,"None",,,"Stopped",,,,,"None",,,38.7793,,,
"VIR-GIT-7b3d3065-2","ClCC(=O)N1CCC(CC1)C(=O)N2CCCCC2","CovLibrary","CovLib_D1_R1 20 mM","CovLib_D1_R1 20 mM","Z15","lb18145-153","lb18145-153-947","","FAIL: No comment:No comment","Co-crystallisation",,"None",,,"Stopped",,,,,"None",,,31.38461,,,
"LON-WEI-8f408cad-1","ClCC(=O)Nc1cccc(c1)N2CCCC2=O","CovLibrary","CovLib_D1_R1 20 mM","CovLib_D1_R1 20 mM","I19","lb18145-153","lb18145-153-956","Mpro-x1460","OK: No comment:No comment","Co-crystallisation","None","None",,"7 - Analysed & Rejected","Stopped","2020-06-25",,,,"None",,99,51.42713,70.328583055413,99,
"LON-WEI-8f408cad-2","Fc1cccc(F)c1S(=O)(=O)N2CCN(CC2)C(=O)CCl","CovLibrary","CovLib_D1_R1 20 mM","CovLib_D1_R1 20 mM","K23","lb18145-153","lb18145-153-958","","FAIL: No comment:No comment","Co-crystallisation",,"None",,,"Stopped",,,,,"piperazine-chloroacetamide",99.205,2.62321369026417,103.96275,3.2845112447793,99,
"MED-COV-4280ac29-31","ClCC(=O)N1CCN(Cc2cccc3ccccc23)CC1","CovLibrary","CovLib_D1_R1 20 mM","CovLib_D1_R1 20 mM","S35","lb18145-153","lb18145-153-959","Mpro-x1462","OK: No comment:No comment","Co-crystallisation","2020-03-05 19:04:42","success",2.76,"7 - Analysed & Rejected","Stopped","2020-07-12",,,,"piperazine-chloroacetamide",100.423677336878,0.900345343667903,98.5734,5.76179265691728,99,
"LON-WEI-8f408cad-7","ClCC(=O)N1CCN(Cc2ccsc2)CC1","CovLibrary","CovLib_D1_R1 20 mM","CovLib_D1_R1 20 mM","B19","lb18145-153","lb18145-153-965","","FAIL: No comment:No comment","Co-crystallisation",,"None",,,"Stopped",,,,,"piperazine-chloroacetamide",,1.13730220783606,99.437475,3.49772002955534,99,
"LON-WEI-8f408cad-3","ClCC(=O)N1CCN(CC1)S(=O)(=O)c2cccs2","CovLibrary","CovLib_D1_R1 20 mM","CovLib_D1_R1 20 mM","O23","lb18145-153","lb18145-153-966","Mpro-x1465","OK: No comment:No comment","Co-crystallisation","2020-03-05 19:35:39","success",2.63,"7 - Analysed & Rejected","Stopped","2020-07-12",,,,"piperazine-chloroacetamide",97.79,0.556543843367161,99.55992,2.16182906157181,99,
"LON-WEI-8f408cad-4","Fc1cccc(c1)S(=O)(=O)N2CCN(CC2)C(=O)CCl","CovLibrary","CovLib_D1_R1 20 mM","CovLib_D1_R1 20 mM","W35","lb18145-153","lb18145-153-968","Mpro-x1466","OK: No comment:No comment","Co-crystallisation","2020-03-05 18:58:56","success",2.47,"7 - Analysed & Rejected","Stopped","2020-07-12",,,,"piperazine-chloroacetamide",96.84,2.02356071032967,103.54665,4.55048873816837,99,
"LON-WEI-8f408cad-5","ClCC(=O)N1CCN(Cc2cccs2)CC1","CovLibrary","CovLib_D1_R1 20 mM","CovLib_D1_R1 20 mM","O27","lb18145-153","lb18145-153-970","","FAIL: No comment:No comment","Co-crystallisation",,"None",,,"Stopped",,,,,"piperazine-chloroacetamide",,3.3163834595747,98.998055,6.19210917827055,99,
"MED-COV-4280ac29-15","ClCC(=O)N1CCN(Cc2cccc(Cl)c2)CC1","CovLibrary","CovLib_D1_R1 20 mM","CovLib_D1_R1 20 mM","Q39","lb18145-153","lb18145-153-973","","FAIL: No comment:No comment","Co-crystallisation",,"None",,,"Stopped",,,,,"piperazine-chloroacetamide",100.423677336878,0.545448360764436,108.2425,3.13741398194606,99,
"WAR-XCH-79d12f6e-6","Cc1ccc(C)c(c1)S(=O)(=O)N2CCN(CC2)C(=O)CCl","CovLibrary","CovLib_D1_R1 20 mM","CovLib_D1_R1 20 mM","AA07","lb18145-153","lb18145-153-978","Mpro-x1469","OK: No comment:No comment","Co-crystallisation","2020-03-05 23:31:46","success",2.78,"7 - Analysed & Rejected","Stopped","2020-07-12",,,,"piperazine-chloroacetamide",96.2866818206516,1.62336890299448,101.1492,14.2164854520191,99,
"VIR-GIT-7b3d3065-2","ClCC(=O)N1CCC(CC1)C(=O)N2CCCCC2","CovLibrary","CovLib_D1_R1 20 mM","CovLib_D1_R1 20 mM","Z15","lb18145-153","lb18145-153-1015","","FAIL: No comment:No comment","Co-crystallisation",,"None",,,"Stopped",,,,,"None",,,31.38461,,,
"VIR-GIT-7b3d3065-3","CC(C)N(C)C(=O)C1CCN(CC1)C(=O)CCl","CovLibrary","CovLib_D1_R1 20 mM","CovLib_D1_R1 20 mM","Z19","lb18145-153","lb18145-153-1016","","FAIL: No comment:No comment","Co-crystallisation",,"None",,,"Stopped",,,,,"None",,,38.7793,,,
"VIR-GIT-7b3d3065-2","ClCC(=O)N1CCC(CC1)C(=O)N2CCCCC2","CovLibrary","CovLib_D1_R1 20 mM","CovLib_D1_R1 20 mM","Z15","lb18145-153","lb18145-153-1021","","FAIL: No comment:No comment","Co-crystallisation",,"None",,,"Stopped",,,,,"None",,,31.38461,,,
"VIR-GIT-7b3d3065-3","CC(C)N(C)C(=O)C1CCN(CC1)C(=O)CCl","CovLibrary","CovLib_D1_R1 20 mM","CovLib_D1_R1 20 mM","Z19","lb18145-153","lb18145-153-1022","","FAIL: No comment:No comment","Co-crystallisation",,"None",,,"Stopped",,,,,"None",,,38.7793,,,
