"Compound ID","SMILES","Library","Shipment","Plate Name","Source Well","Lab Visit","Soak DB Entry","Sample Name","Mounting Result","Soak DB Comments","Data Collection Date","Data Collection Outcome","Resolution","Refinement Outcome","Status","Date Last Updated","Fragalysis","PDB Code","Zenodo Status","Postera Series","Rapid Fire inhibition at 50 uM","Rapid Fire avg IC50 (uM)","Fluorescence inhibition at 50 uM","Fluorescence avg IC50 (uM)","Trypsin IC50","NMR std ratio"
"FAR-UNI-a04c1544-1","COC(=O)[C@H](CO)NC(=O)[C@H](CC=1C=CC=CC1)NC(=O)OCC=2C=CC=CC2","MoonShot","Moonshot_shipment_7","1181202-Y4-03","H05","lb18145-158","lb18145-158-555","Mpro-x10301","OK: No comment:No comment","Co-crystallisation","2020-06-11 01:28:52","success",2.45,"7 - Analysed & Rejected","Stopped","2020-09-07",,,,"None",0,,2.6138002,,,0
"AAR-POS-8a4e0f60-1","CCN(CC=1C=CC=C(C1)C=2C=CN=CC2)C(=O)CN3N=NC=4C=CC=CC34","MoonShot","Moonshot_shipment_7","1181202-Y4-03","I05","lb18145-158","lb18145-158-556","","FAIL: No co-crystals","Co-crystallisation",,"None",,,"Stopped",,,,,"None",0,,15.5720445,,,254.427007078468
"DAR-DIA-23aa0b97-2","O=C(CC1=CNC=2N=CC=CC12)NC=3C=NC=C(C#N)C3","MoonShot","Moonshot_shipment_7","1181202-Y4-03","J05","lb18145-158","lb18145-158-557","","FAIL: No co-crystals","Co-crystallisation",,"None",,,"Stopped",,,,,"3-aminopyridine-like",0,,0.077528,,,175.816575919729
"DAR-DIA-23aa0b97-6","O=C(CC=1C=CC=NC1)NC=2C=NC=C(C#N)C2","MoonShot","Moonshot_shipment_7","1181202-Y4-03","K05","lb18145-158","lb18145-158-558","","FAIL: No co-crystals","Co-crystallisation",,"None",,,"Stopped",,,,,"3-aminopyridine-like",0,,-0.0609150000000001,,,201.547922192812
"BAR-COM-4e090d3a-23","O=C(NCC=1C=CC=NN1)NC=2C=CC=C(C2)C3=NC=C4CCCCN34","MoonShot","Moonshot_shipment_7","1181202-Y4-03","L05","lb18145-158","lb18145-158-559","","FAIL: No co-crystals","Co-crystallisation",,"None",,,"Stopped",,,,,"None",0,,-5.294053,,,0
"RAI-NOV-2f6a9876-7","OCC1(F)CCN(C1)C=2N=C(N=C3SC=4CCCC4C23)C=5C=CC=NC5","MoonShot","Moonshot_shipment_7","1181202-Y4-03","M05","lb18145-158","lb18145-158-560","Mpro-x10302","OK: No comment:No comment","Co-crystallisation","2020-06-11 01:30:34","success",2.92,"7 - Analysed & Rejected","Stopped","2020-09-07",,,,"None",0,,6.0471815,,,0
"JAR-KUA-672ec752-3","CN1CCN(CC1)C(=O)CNC=2C(=CC=C3C=CC=CC23)S(=O)(=O)N","MoonShot","Moonshot_shipment_7","1181202-Y4-03","N05","lb18145-158","lb18145-158-561","","FAIL: No co-crystals","Co-crystallisation",,"None",,,"Stopped",,,,,"None",0,,0.3211872,,,0
"LUI-IND-2c46affe-3","COC=1C=CC=C(CNC(=O)N2CCN(CC2)C(=O)N3CCCCC3)C1","MoonShot","Moonshot_shipment_7","1181202-Y4-03","O05","lb18145-158","lb18145-158-562","","FAIL: No co-crystals","Co-crystallisation",,"None",,,"Stopped",,,,,"None",0,,-0.332263,,,
"AAR-POS-8a4e0f60-6","COC=1C=C(OC)C=C(OC=2C=CC(CNC(=O)CN3N=NC=4C=CC=CC34)=CC2)C1","MoonShot","Moonshot_shipment_7","1181202-Y4-03","P05","lb18145-158","lb18145-158-563","","FAIL: No comment:No comment","Co-crystallisation",,"None",,,"Stopped",,,,,"None",0,,17.34965,,,0
"VIJ-CYC-1a381570-3","CNC(=O)C=1C=CC(CS(=O)(=O)NCC(F)(F)C=2C=CC(F)=CC2F)=CC1","MoonShot","Moonshot_shipment_7","1181202-Y4-03","Q05","lb18145-158","lb18145-158-564","","FAIL: No co-crystals","Co-crystallisation",,"None",,,"Stopped",,,,,"None",0,,9.7906775,,,0
"FRA-BIO-8bf1eac9-1","CC=1C=CC(=C(C)C1)S(=O)(=O)NC2=C(N=C3C=CC=CN23)C=4C=CC=NC4","MoonShot","Moonshot_shipment_7","1181202-Y4-03","R05","lb18145-158","lb18145-158-565","","FAIL: No comment:No comment","Co-crystallisation",,"None",,,"Stopped",,,,,"None",0,,7.697418,,,0
"LON-WEI-adc59df6-93","CC1CC(N(C(C(=O)NC(C)(C)C)C=2C=CC=NC2)C(=O)C=C)C(=O)O1","MoonShot","Moonshot_shipment_7","1181202-Y4-03","S05","lb18145-158","lb18145-158-566","","FAIL: No co-crystals","Co-crystallisation",,"None",,,"Stopped",,,,,"Ugi",0,,1.3401265,,,
"RAI-NOV-2f6a9876-5","NCCN1C=C(C=N1)C(=O)N2CC3(CCC3)C=4C=C(Br)C=CC24","MoonShot","Moonshot_shipment_7","1181202-Y4-03","T05","lb18145-158","lb18145-158-567","","FAIL: No co-crystals","Co-crystallisation",,"None",,,"Stopped",,,,,"None",0,,7.520213,,,0
"SIM-SYN-3099a863-1","CN(CC=1C=C(C)ON1)C(=O)NC2CCN(CC2)S(=O)(=O)C=3C=CC(C)=CC3","MoonShot","Moonshot_shipment_7","1181202-Y4-03","U05","lb18145-158","lb18145-158-568","","FAIL: No co-crystals","Co-crystallisation",,"None",,,"Stopped",,,,,"None",0,,2.60272495,,,0
"REN-UFA-aaaed2d6-6","CN(CCC(=O)N)C(=O)C(=O)N1CC(C=2C=CC=CC2)C=3C=CC=CC3C1","MoonShot","Moonshot_shipment_7","1181202-Y4-03","V05","lb18145-158","lb18145-158-569","","FAIL: No co-crystals","Co-crystallisation",,"None",,,"Stopped",,,,,"None",0,,-0.8029685,,,0
"MAT-POS-c79fcd02-1","COC=1C=C(OC)C=C(OC=2C=CC=C(CNC(=O)CN3N=NC=4C=CC=CC34)C2)C1","MoonShot","Moonshot_shipment_7","1181202-Y4-03","W05","lb18145-158","lb18145-158-570","","FAIL: No comment:No comment","Co-crystallisation",,"None",,,"Stopped",,,,,"None",0,,0.116292,,,0
"REN-UFA-aaaed2d6-5","CNCCN(C)C(=O)C(=O)N1CC(C=2C=CC=CC2)C=3C=CC=CC3C1","MoonShot","Moonshot_shipment_7","1181202-Y4-03","X05","lb18145-158","lb18145-158-571","","FAIL: No co-crystals","Co-crystallisation",,"None",,,"Stopped",,,,,"None",0,,-2.8297705,,,0
"LON-WEI-adc59df6-72","CC#CCC(CO)N(C(C(=O)NC(C)(C)C)C=1C=CC=NC1)C(=O)C=C","MoonShot","Moonshot_shipment_7","1181202-Y4-03","Y05","lb18145-158","lb18145-158-572","","FAIL: No co-crystals","Co-crystallisation",,"None",,,"Stopped",,,,,"Ugi",0,,-4.3028025,,,
"STE-KUL-2e0d2e88-2","ClCC(=O)N1CCN(CCNC(=O)C=2C=CC=C3C=CC=CC23)CC1","MoonShot","Moonshot_shipment_7","1181202-Y4-03","Z05","lb18145-158","lb18145-158-573","","FAIL: No comment:No comment","Co-crystallisation",,"None",,,"Stopped",,,,,"piperazine-chloroacetamide",23.8018527196245,,4.690442,,,
"JOR-UNI-2fc98d0b-12","ClC=1C=CC=C(C1)N(CCC2CCCCC2)C(=O)NC=3C=CC=NC3","MoonShot","Moonshot_shipment_7","1181202-Y4-03","AA05","lb18145-158","lb18145-158-574","Mpro-x10303","OK: No comment:No comment","Co-crystallisation","2020-06-11 01:34:50","success",2.41,"7 - Analysed & Rejected","Stopped","2020-09-07",,,,"3-aminopyridine-like",78.9446538442645,3.30035664032594,88.791675,3.05667196423036,99,
"JOR-UNI-2fc98d0b-6","ClC=1C=CC=C(C1)N(CCN2CCOCC2)C(=O)NC=3C=CC=NC3","MoonShot","Moonshot_shipment_7","1181202-Y4-03","AB05","lb18145-158","lb18145-158-575","","FAIL: No co-crystals","Co-crystallisation",,"None",,,"Stopped",,,,,"3-aminopyridine-like",59.3594388636461,99,49.6179,,,220.109374651407
"MED-COV-4280ac29-5","ClCC(=O)N1CCN(CC1)S(=O)(=O)C=2C=CC(CC=3C=CC=C4C=CC=CC34)=CC2","MoonShot","Moonshot_shipment_7","1181202-Y4-03","AC05","lb18145-158","lb18145-158-576","","FAIL: No comment:No comment","Co-crystallisation",,"None",,,"Stopped",,,,,"piperazine-chloroacetamide",88.9752769260667,15.1981164862343,29.89257,,,
"DAN-LON-a5fc619e-3","CC(C)CC1CN(CCN1CC=2C=CC=C(Cl)C2)C(=O)CCl","MoonShot","Moonshot_shipment_7","1181202-Y4-03","AD05","lb18145-158","lb18145-158-577","","FAIL: No co-crystals","Co-crystallisation",,"None",,,"Stopped",,,,,"piperazine-chloroacetamide",100,0.514714765593202,99.47946,0.784006101017361,99,
"MED-COV-4280ac29-25","ClCC(=O)N1CCN(CC2=CN=C(CC=3C=CC=CC3)S2)CC1","MoonShot","Moonshot_shipment_7","1181202-Y4-03","AE05","lb18145-158","lb18145-158-578","","FAIL: No co-crystals","Co-crystallisation",,"None",,,"Stopped",,,,,"piperazine-chloroacetamide",97.5664215607866,34.5706724374047,51.639165,29.7544228748228,99,
"TAM-UNI-d1c3dd9f-5","CS(=O)(=O)N1CCC=2C=CC(CN3CCN(CC3)C(=O)CCl)=CC2C1","MoonShot","Moonshot_shipment_7","1181202-Y4-03","AF05","lb18145-158","lb18145-158-579","","FAIL: No comment:No comment","Co-crystallisation",,"None",,,"Stopped",,,,,"piperazine-chloroacetamide",71.7997904938334,38.3992219562017,62.504155,40.1854334103738,99,
"ANT-STE-dbb91f63-1","COC=1C=CC(=CC1)N2C=C(CN3CCN(CC3)C(=O)CCl)N=N2","MoonShot","Moonshot_shipment_7","1181202-Y4-03","A06","lb18145-158","lb18145-158-580","","FAIL: No comment:No comment","Co-crystallisation",,"None",,,"Stopped",,,,,"piperazine-chloroacetamide",24.0913265901186,,24.947395,,,
"FRA-BIO-8bf1eac9-12","O=S(=O)(CC1=NC(=NO1)C=2C=CN=CC2)NC=3C=CC(=CC3)N4CCCCC4","MoonShot","Moonshot_shipment_7","1181202-Y4-03","B06","lb18145-158","lb18145-158-581","Mpro-x10304","OK: No comment:No comment","Co-crystallisation","2020-06-11 01:33:43","success",2.01,"7 - Analysed & Rejected","Stopped","2020-09-07",,,,"None",0,,2.6636395,,,0
"EDG-MED-0da5ad92-2","ClC=1C=CC=C(CC(=O)NC=2C=CC=NC2)C1","MoonShot","Moonshot_shipment_7","1181202-Y4-03","C06","lb18145-158","lb18145-158-582","Mpro-x10305","OK: No comment:Normal","Co-crystallisation","2020-06-11 01:35:18","success",1.89,"7 - Analysed & Rejected","Stopped","2020-09-02",,,,"3-aminopyridine-like",52.3682892479862,99,40.890465,53.717306778232,99,309.414811031578
"NIR-THE-0d6461ce-8","CC=1C=C(Cl)C=C(CC2CCN(CC2)C(=O)CCl)C1","MoonShot","Moonshot_shipment_7","1181202-Y4-03","D06","lb18145-158","lb18145-158-583","","FAIL: No co-crystals","Co-crystallisation",,"None",,,"Stopped",,,,,"None",100,1.23554350220362,98.327615,3.57437118025072,,
"EDG-MED-0da5ad92-14","CC=1N=CC=CC1NC(=O)CC=2C=CC=C(Cl)C2","MoonShot","Moonshot_shipment_7","1181202-Y4-03","E06","lb18145-158","lb18145-158-584","","FAIL: No co-crystals","Co-crystallisation",,"None",,,"Stopped",,,,,"3-aminopyridine-like",0,,-3.8985493,,,184.722022126949
"JAN-GHE-83b26c96-14","CC=1C=CN=CC1NC(=O)CC=2C=CC=C(C2)C(F)(F)F","MoonShot","Moonshot_shipment_7","1181202-Y4-03","F06","lb18145-158","lb18145-158-585","","FAIL: No co-crystals","Co-crystallisation",,"None",,,"Stopped",,,,,"3-aminopyridine-like",49.315057451583,,49.125045,,,176.728636414336
"JAN-GHE-83b26c96-11","CC=1C=CC(CC(=O)NC=2C=NC=CC2C)=CC1","MoonShot","Moonshot_shipment_7","1181202-Y4-03","G06","lb18145-158","lb18145-158-586","","FAIL: No co-crystals","Co-crystallisation",,"None",,,"Stopped",,,,,"3-aminopyridine-like",5.56069103294953,,3.26725005,,,246.633538235933
"LON-WEI-adc59df6-43","CC(C)(C)C=1C=CC(=CC1)N(C(C(=O)NC=2C=CC=3OCOC3C2)C=4C=CC=NC4)C(=O)C=C","MoonShot","Moonshot_shipment_7","1181202-Y4-03","H06","lb18145-158","lb18145-158-587","","FAIL: No co-crystals","Co-crystallisation",,"None",,,"Stopped",,,,,"Ugi",100,62.0559625474901,60.383215,36.0680676361585,72.5269494139301,
"LON-WEI-adc59df6-66","CC(COC=1C=CC=C(F)C1)N(C(C(=O)NC(C)(C)C)C=2C=CC=NC2)C(=O)C=C","MoonShot","Moonshot_shipment_7","1181202-Y4-03","I06","lb18145-158","lb18145-158-588","","FAIL: No co-crystals","Co-crystallisation",,"None",,,"Stopped",,,,,"Ugi",0,,-5.54325,,,
"LON-WEI-adc59df6-102","CC(C)(C)NC(=O)C(N(C(=O)C=C)C=1C=CC=2CCCC=CC2C1)C=3C=CC=NC3","MoonShot","Moonshot_shipment_7","1181202-Y4-03","J06","lb18145-158","lb18145-158-589","","FAIL: No co-crystals","Co-crystallisation",,"None",,,"Stopped",,,,,"Ugi",0,,25.910955,,,
"LON-WEI-adc59df6-96","CC(C)(C)NC(=O)C(N(C1CCOC1=O)C(=O)C=C)C=2C=CC=NC2","MoonShot","Moonshot_shipment_7","1181202-Y4-03","K06","lb18145-158","lb18145-158-590","","FAIL: No co-crystals","Co-crystallisation",,"None",,,"Stopped",,,,,"Ugi",0,,-7.6254295,,,
"JOR-UNI-2fc98d0b-12","ClC=1C=CC=C(C1)N(CCC2CCCCC2)C(=O)NC=3C=CC=NC3","MoonShot","Moonshot_shipment_7","1181202-Y4-03","AA05","lb18145-158","lb18145-158-592","","FAIL: No comment:No comment","Co-crystallisation",,"None",,,"Stopped",,,,,"3-aminopyridine-like",78.9446538442645,3.30035664032594,88.791675,3.05667196423036,99,
"JOO-IND-6372a4f3-6","Cl.FC(Cl)C(=O)N1CCN(CC=2C=CC=C3C=CC=CC23)CC1","MoonShot","Moonshot_shipment_7","1181202-Y4-03","A05","lb18145-158","lb18145-158-613","","FAIL: No co-crystals","Co-crystallisation",,"None",,,"Stopped",,,,,"piperazine-chloroacetamide",9.10758553868595,,29.471705,,,
"ANT-OPE-d972fbad-1","Cl.FC=1C=CC(CN2CCN(CC2)C(=O)C=C)=CC1","MoonShot","Moonshot_shipment_7","1181202-Y4-03","B05","lb18145-158","lb18145-158-614","","FAIL: No co-crystals","Co-crystallisation",,"None",,,"Stopped",,,,,"None",0,,11.4243,,,
"MAK-UNK-af83ef51-1","Cl.ClCC(=O)N1CCN(CC=2C=NC(=NC2)C=3C=CC=CC3)CC1","MoonShot","Moonshot_shipment_7","1181202-Y4-03","C05","lb18145-158","lb18145-158-615","","FAIL: No co-crystals","Co-crystallisation",,"None",,,"Stopped",,,,,"piperazine-chloroacetamide",0,,15.749255,,,
"NAU-LAT-f723e322-4","CS(=O)(=O)N1CCN(C(C1)C=2C=CC=CC2)C(=O)C=C","MoonShot","Moonshot_shipment_7","1181202-Y4-03","D05","lb18145-158","lb18145-158-616","","FAIL: No co-crystals","Co-crystallisation",,"None",,,"Stopped",,,,,"None",0,,2.885148,,,
"DAV-CRI-3edb475e-6","CC(NC(=O)CCl)C=1C=C(F)C=C(Cl)C1","MoonShot","Moonshot_shipment_7","1181202-Y4-03","E05","lb18145-158","lb18145-158-617","","FAIL: No co-crystals","Co-crystallisation",,"None",,,"Stopped",,,,,"None",100,20.9532527773806,74.487765,27.9438320218487,99,
"GIA-UNK-a79af1bc-1","CC=1C=C(C)N=C(NC2CCN(CC2)C(=O)CCl)N1","MoonShot","Moonshot_shipment_7","1181202-Y4-03","F05","lb18145-158","lb18145-158-618","","FAIL: No co-crystals","Co-crystallisation",,"None",,,"Stopped",,,,,"None",100,19.473886500304,81.476355,27.5566399208512,99,
"MED-COV-4280ac29-26","OC(CN(CC=1C=CC=CC1)C(=O)CNC(=O)C=C)C=2C=CC=CC2","MoonShot","Moonshot_shipment_7","1181202-Y4-03","G05","lb18145-158","lb18145-158-619","","FAIL: No co-crystals","Co-crystallisation",,"None",,,"Stopped",,,,,"None",0,,0.985713,,,
"FAR-UNI-a04c1544-1","COC(=O)[C@H](CO)NC(=O)[C@H](CC=1C=CC=CC1)NC(=O)OCC=2C=CC=CC2","MoonShot","Moonshot_shipment_7","1181202-Y4-03","H05","lb18145-158","lb18145-158-620","","FAIL: No co-crystals","Co-crystallisation",,"None",,,"Stopped",,,,,"None",0,,2.6138002,,,0
"AAR-POS-8a4e0f60-1","CCN(CC=1C=CC=C(C1)C=2C=CN=CC2)C(=O)CN3N=NC=4C=CC=CC34","MoonShot","Moonshot_shipment_7","1181202-Y4-03","I05","lb18145-158","lb18145-158-621","Mpro-x10307","OK: No comment:No comment","Co-crystallisation","2020-06-11 01:39:48","success",1.59,"7 - Analysed & Rejected","Stopped","2020-09-07",,,,"None",0,,15.5720445,,,254.427007078468
"DAR-DIA-23aa0b97-2","O=C(CC1=CNC=2N=CC=CC12)NC=3C=NC=C(C#N)C3","MoonShot","Moonshot_shipment_7","1181202-Y4-03","J05","lb18145-158","lb18145-158-622","","FAIL: No comment:No comment","Co-crystallisation",,"None",,,"Stopped",,,,,"3-aminopyridine-like",0,,0.077528,,,175.816575919729
"DAR-DIA-23aa0b97-6","O=C(CC=1C=CC=NC1)NC=2C=NC=C(C#N)C2","MoonShot","Moonshot_shipment_7","1181202-Y4-03","K05","lb18145-158","lb18145-158-623","Mpro-x10308","OK: No comment:Normal","Co-crystallisation","2020-06-11 01:41:06","success",1.55,"7 - Analysed & Rejected","Stopped","2020-09-07",,,,"3-aminopyridine-like",0,,-0.0609150000000001,,,201.547922192812
"BAR-COM-4e090d3a-23","O=C(NCC=1C=CC=NN1)NC=2C=CC=C(C2)C3=NC=C4CCCCN34","MoonShot","Moonshot_shipment_7","1181202-Y4-03","L05","lb18145-158","lb18145-158-624","","FAIL: No co-crystals","Co-crystallisation",,"None",,,"Stopped",,,,,"None",0,,-5.294053,,,0
"RAI-NOV-2f6a9876-7","OCC1(F)CCN(C1)C=2N=C(N=C3SC=4CCCC4C23)C=5C=CC=NC5","MoonShot","Moonshot_shipment_7","1181202-Y4-03","M05","lb18145-158","lb18145-158-625","","FAIL: No co-crystals","Co-crystallisation",,"None",,,"Stopped",,,,,"None",0,,6.0471815,,,0
"JAR-KUA-672ec752-3","CN1CCN(CC1)C(=O)CNC=2C(=CC=C3C=CC=CC23)S(=O)(=O)N","MoonShot","Moonshot_shipment_7","1181202-Y4-03","N05","lb18145-158","lb18145-158-626","","FAIL: No co-crystals","Co-crystallisation",,"None",,,"Stopped",,,,,"None",0,,0.3211872,,,0
"LUI-IND-2c46affe-3","COC=1C=CC=C(CNC(=O)N2CCN(CC2)C(=O)N3CCCCC3)C1","MoonShot","Moonshot_shipment_7","1181202-Y4-03","O05","lb18145-158","lb18145-158-627","","FAIL: No co-crystals","Co-crystallisation",,"None",,,"Stopped",,,,,"None",0,,-0.332263,,,
"AAR-POS-8a4e0f60-6","COC=1C=C(OC)C=C(OC=2C=CC(CNC(=O)CN3N=NC=4C=CC=CC34)=CC2)C1","MoonShot","Moonshot_shipment_7","1181202-Y4-03","P05","lb18145-158","lb18145-158-628","","FAIL: No co-crystals","Co-crystallisation",,"None",,,"Stopped",,,,,"None",0,,17.34965,,,0
"VIJ-CYC-1a381570-3","CNC(=O)C=1C=CC(CS(=O)(=O)NCC(F)(F)C=2C=CC(F)=CC2F)=CC1","MoonShot","Moonshot_shipment_7","1181202-Y4-03","Q05","lb18145-158","lb18145-158-629","","FAIL: No co-crystals","Co-crystallisation",,"None",,,"Stopped",,,,,"None",0,,9.7906775,,,0
"FRA-BIO-8bf1eac9-1","CC=1C=CC(=C(C)C1)S(=O)(=O)NC2=C(N=C3C=CC=CN23)C=4C=CC=NC4","MoonShot","Moonshot_shipment_7","1181202-Y4-03","R05","lb18145-158","lb18145-158-630","","FAIL: No comment:No comment","Co-crystallisation",,"None",,,"Stopped",,,,,"None",0,,7.697418,,,0
"LON-WEI-adc59df6-93","CC1CC(N(C(C(=O)NC(C)(C)C)C=2C=CC=NC2)C(=O)C=C)C(=O)O1","MoonShot","Moonshot_shipment_7","1181202-Y4-03","S05","lb18145-158","lb18145-158-631","","FAIL: No co-crystals","Co-crystallisation",,"None",,,"Stopped",,,,,"Ugi",0,,1.3401265,,,
"RAI-NOV-2f6a9876-5","NCCN1C=C(C=N1)C(=O)N2CC3(CCC3)C=4C=C(Br)C=CC24","MoonShot","Moonshot_shipment_7","1181202-Y4-03","T05","lb18145-158","lb18145-158-632","","FAIL: No co-crystals","Co-crystallisation",,"None",,,"Stopped",,,,,"None",0,,7.520213,,,0
"SIM-SYN-3099a863-1","CN(CC=1C=C(C)ON1)C(=O)NC2CCN(CC2)S(=O)(=O)C=3C=CC(C)=CC3","MoonShot","Moonshot_shipment_7","1181202-Y4-03","U05","lb18145-158","lb18145-158-633","","FAIL: No comment:No comment","Co-crystallisation",,"None",,,"Stopped",,,,,"None",0,,2.60272495,,,0
"REN-UFA-aaaed2d6-6","CN(CCC(=O)N)C(=O)C(=O)N1CC(C=2C=CC=CC2)C=3C=CC=CC3C1","MoonShot","Moonshot_shipment_7","1181202-Y4-03","V05","lb18145-158","lb18145-158-634","Mpro-x10309","OK: No comment:Normal","Co-crystallisation","2020-06-11 01:42:21","success",1.61,"7 - Analysed & Rejected","Stopped","2020-09-07",,,,"None",0,,-0.8029685,,,0
"MAT-POS-c79fcd02-1","COC=1C=C(OC)C=C(OC=2C=CC=C(CNC(=O)CN3N=NC=4C=CC=CC34)C2)C1","MoonShot","Moonshot_shipment_7","1181202-Y4-03","W05","lb18145-158","lb18145-158-635","","FAIL: No co-crystals","Co-crystallisation",,"None",,,"Stopped",,,,,"None",0,,0.116292,,,0
"REN-UFA-aaaed2d6-5","CNCCN(C)C(=O)C(=O)N1CC(C=2C=CC=CC2)C=3C=CC=CC3C1","MoonShot","Moonshot_shipment_7","1181202-Y4-03","X05","lb18145-158","lb18145-158-636","","FAIL: No co-crystals","Co-crystallisation",,"None",,,"Stopped",,,,,"None",0,,-2.8297705,,,0
"LON-WEI-adc59df6-72","CC#CCC(CO)N(C(C(=O)NC(C)(C)C)C=1C=CC=NC1)C(=O)C=C","MoonShot","Moonshot_shipment_7","1181202-Y4-03","Y05","lb18145-158","lb18145-158-637","","FAIL: No comment:No comment","Co-crystallisation",,"None",,,"Stopped",,,,,"Ugi",0,,-4.3028025,,,
"STE-KUL-2e0d2e88-2","ClCC(=O)N1CCN(CCNC(=O)C=2C=CC=C3C=CC=CC23)CC1","MoonShot","Moonshot_shipment_7","1181202-Y4-03","Z05","lb18145-158","lb18145-158-638","","FAIL: No co-crystals","Co-crystallisation",,"None",,,"Stopped",,,,,"piperazine-chloroacetamide",23.8018527196245,,4.690442,,,
"JOR-UNI-2fc98d0b-12","ClC=1C=CC=C(C1)N(CCC2CCCCC2)C(=O)NC=3C=CC=NC3","MoonShot","Moonshot_shipment_7","1181202-Y4-03","AA05","lb18145-158","lb18145-158-639","","FAIL: No co-crystals","Co-crystallisation",,"None",,,"Stopped",,,,,"3-aminopyridine-like",78.9446538442645,3.30035664032594,88.791675,3.05667196423036,99,
"JOR-UNI-2fc98d0b-6","ClC=1C=CC=C(C1)N(CCN2CCOCC2)C(=O)NC=3C=CC=NC3","MoonShot","Moonshot_shipment_7","1181202-Y4-03","AB05","lb18145-158","lb18145-158-640","Mpro-x10310","OK: No comment:Normal","Co-crystallisation","2020-06-11 01:45:13","success",1.74,"7 - Analysed & Rejected","Stopped","2020-09-02",,,,"3-aminopyridine-like",59.3594388636461,99,49.6179,,,220.109374651407
"MED-COV-4280ac29-5","ClCC(=O)N1CCN(CC1)S(=O)(=O)C=2C=CC(CC=3C=CC=C4C=CC=CC34)=CC2","MoonShot","Moonshot_shipment_7","1181202-Y4-03","AC05","lb18145-158","lb18145-158-641","","FAIL: No co-crystals","Co-crystallisation",,"None",,,"Stopped",,,,,"piperazine-chloroacetamide",88.9752769260667,15.1981164862343,29.89257,,,
"DAN-LON-a5fc619e-3","CC(C)CC1CN(CCN1CC=2C=CC=C(Cl)C2)C(=O)CCl","MoonShot","Moonshot_shipment_7","1181202-Y4-03","AD05","lb18145-158","lb18145-158-642","","FAIL: No co-crystals","Co-crystallisation",,"None",,,"Stopped",,,,,"piperazine-chloroacetamide",100,0.514714765593202,99.47946,0.784006101017361,99,
"MED-COV-4280ac29-25","ClCC(=O)N1CCN(CC2=CN=C(CC=3C=CC=CC3)S2)CC1","MoonShot","Moonshot_shipment_7","1181202-Y4-03","AE05","lb18145-158","lb18145-158-643","","FAIL: No co-crystals","Co-crystallisation",,"None",,,"Stopped",,,,,"piperazine-chloroacetamide",97.5664215607866,34.5706724374047,51.639165,29.7544228748228,99,
"TAM-UNI-d1c3dd9f-5","CS(=O)(=O)N1CCC=2C=CC(CN3CCN(CC3)C(=O)CCl)=CC2C1","MoonShot","Moonshot_shipment_7","1181202-Y4-03","AF05","lb18145-158","lb18145-158-644","","FAIL: No co-crystals","Co-crystallisation",,"None",,,"Stopped",,,,,"piperazine-chloroacetamide",71.7997904938334,38.3992219562017,62.504155,40.1854334103738,99,
"ANT-STE-dbb91f63-1","COC=1C=CC(=CC1)N2C=C(CN3CCN(CC3)C(=O)CCl)N=N2","MoonShot","Moonshot_shipment_7","1181202-Y4-03","A06","lb18145-158","lb18145-158-645","","FAIL: No co-crystals","Co-crystallisation",,"None",,,"Stopped",,,,,"piperazine-chloroacetamide",24.0913265901186,,24.947395,,,
"FRA-BIO-8bf1eac9-12","O=S(=O)(CC1=NC(=NO1)C=2C=CN=CC2)NC=3C=CC(=CC3)N4CCCCC4","MoonShot","Moonshot_shipment_7","1181202-Y4-03","B06","lb18145-158","lb18145-158-646","","FAIL: No co-crystals","Co-crystallisation",,"None",,,"Stopped",,,,,"None",0,,2.6636395,,,0
"EDG-MED-0da5ad92-2","ClC=1C=CC=C(CC(=O)NC=2C=CC=NC2)C1","MoonShot","Moonshot_shipment_7","1181202-Y4-03","C06","lb18145-158","lb18145-158-647","","FAIL: No co-crystals","Co-crystallisation",,"None",,,"Stopped",,,,,"3-aminopyridine-like",52.3682892479862,99,40.890465,53.717306778232,99,309.414811031578
"NIR-THE-0d6461ce-8","CC=1C=C(Cl)C=C(CC2CCN(CC2)C(=O)CCl)C1","MoonShot","Moonshot_shipment_7","1181202-Y4-03","D06","lb18145-158","lb18145-158-648","","FAIL: No co-crystals","Co-crystallisation",,"None",,,"Stopped",,,,,"None",100,1.23554350220362,98.327615,3.57437118025072,,
"EDG-MED-0da5ad92-14","CC=1N=CC=CC1NC(=O)CC=2C=CC=C(Cl)C2","MoonShot","Moonshot_shipment_7","1181202-Y4-03","E06","lb18145-158","lb18145-158-649","Mpro-x10311","OK: No comment:No comment","Co-crystallisation","2020-06-11 01:45:42","success",1.72,"7 - Analysed & Rejected","Stopped","2020-09-07",,,,"3-aminopyridine-like",0,,-3.8985493,,,184.722022126949
"JAN-GHE-83b26c96-14","CC=1C=CN=CC1NC(=O)CC=2C=CC=C(C2)C(F)(F)F","MoonShot","Moonshot_shipment_7","1181202-Y4-03","F06","lb18145-158","lb18145-158-650","","FAIL: No co-crystals","Co-crystallisation",,"None",,,"Stopped",,,,,"3-aminopyridine-like",49.315057451583,,49.125045,,,176.728636414336
"JAN-GHE-83b26c96-11","CC=1C=CC(CC(=O)NC=2C=NC=CC2C)=CC1","MoonShot","Moonshot_shipment_7","1181202-Y4-03","G06","lb18145-158","lb18145-158-651","","FAIL: No co-crystals","Co-crystallisation",,"None",,,"Stopped",,,,,"3-aminopyridine-like",5.56069103294953,,3.26725005,,,246.633538235933
